0.000000000000000000e+00,2.747273193550288184e+01,2.883560992939112566e+01,4.388612650941069404e+01,3.470159218249214206e+01,4.135488725652628261e+01,3.832815936097114218e+01,2.389861920697511621e+01,3.014025879119155604e+01,2.912600212868219884e+01,4.970882014290824458e+01,3.860931623326163020e+01,4.578270197356202686e+01,3.726204503244554900e+01,5.446666503467968568e+01
2.747273193550288184e+01,0.000000000000000000e+00,1.558741800299202929e+01,4.544673475619563163e+01,3.760373784612375658e+01,4.205091794479640299e+01,2.462604718585587449e+01,3.292198657432445685e+01,4.615733961137709507e+00,6.050173551229749869e+00,4.681671709977110396e+01,2.423756382147347921e+01,2.958801446532024571e+01,1.372858332094029343e+01,4.990115429526654367e+01
2.883560992939112566e+01,1.558741800299202929e+01,0.000000000000000000e+00,3.202059181214488603e+01,4.819810473452249511e+01,2.895683511711872171e+01,1.243791783217753988e+01,2.294406677117201809e+01,1.542106351715082013e+01,1.472803449208345761e+01,3.277108481573351639e+01,1.159604674016106252e+01,1.830810749367612900e+01,1.295079920313800592e+01,3.688652057323920985e+01
4.388612650941069404e+01,4.544673475619563163e+01,3.202059181214488603e+01,0.000000000000000000e+00,7.489339890804797051e+01,3.811377703665697503e+00,2.577210313497910832e+01,2.044627838996623126e+01,4.653042123170603617e+01,4.604252056523404946e+01,8.939200187936279463e+00,2.714530161924895779e+01,2.899210754671002022e+01,4.012269806481114642e+01,1.379474175184152784e+01
3.470159218249214206e+01,3.760373784612375658e+01,4.819810473452249511e+01,7.489339890804797051e+01,0.000000000000000000e+00,7.204390466930564685e+01,6.007218740815086733e+01,5.620367514673750975e+01,3.815524472467710382e+01,3.738115969308603326e+01,7.866643439231245338e+01,5.933125146160326580e+01,6.550700496893442448e+01,5.049734943539116472e+01,8.333728517296442817e+01
4.135488725652628261e+01,4.205091794479640299e+01,2.895683511711872171e+01,3.811377703665697503e+00,7.204390466930564685e+01,0.000000000000000000e+00,2.272759336137462682e+01,1.823109705969445926e+01,4.324320409035389901e+01,4.287294134999370243e+01,9.719295241940129060e+00,2.420686679436229838e+01,2.647742245763360103e+01,3.685724487804263561e+01,1.435384617445790312e+01
3.832815936097114218e+01,2.462604718585587449e+01,1.243791783217753988e+01,2.577210313497910832e+01,6.007218740815086733e+01,2.272759336137462682e+01,0.000000000000000000e+00,2.520015079319962936e+01,2.455148875323042645e+01,2.472501162790424090e+01,2.404642592985494076e+01,2.830600642973148950e+00,7.815958034687750633e+00,1.531748673901825164e+01,2.667472961437471568e+01
2.389861920697511621e+01,3.292198657432445685e+01,2.294406677117201809e+01,2.044627838996623126e+01,5.620367514673750975e+01,1.823109705969445926e+01,2.520015079319962936e+01,0.000000000000000000e+00,3.487630427668619859e+01,3.410263919405652189e+01,2.685638843925221408e+01,2.608237144126277585e+01,3.216009950233362957e+01,3.397590911219300835e+01,3.222861461496599134e+01
3.014025879119155604e+01,4.615733961137709507e+00,1.542106351715082013e+01,4.653042123170603617e+01,3.815524472467710382e+01,4.324320409035389901e+01,2.455148875323042645e+01,3.487630427668619859e+01,0.000000000000000000e+00,3.270076451705678178e+00,4.736883996890782811e+01,2.378072118334513263e+01,2.873615840713577185e+01,1.242814547710156070e+01,5.055998813290998584e+01
2.912600212868219884e+01,6.050173551229749869e+00,1.472803449208345761e+01,4.604252056523404946e+01,3.738115969308603326e+01,4.287294134999370243e+01,2.472501162790424090e+01,3.410263919405652189e+01,3.270076451705678178e+00,0.000000000000000000e+00,4.710242244301241499e+01,2.384681739771578179e+01,2.899647564791279919e+01,1.366290598664866707e+01,5.054294609537515726e+01
4.970882014290824458e+01,4.681671709977110396e+01,3.277108481573351639e+01,8.939200187936279463e+00,7.866643439231245338e+01,9.719295241940129060e+00,2.404642592985494076e+01,2.685638843925221408e+01,4.736883996890782811e+01,4.710242244301241499e+01,0.000000000000000000e+00,2.517154941595769202e+01,2.494375272488083439e+01,3.920306110496985497e+01,7.906895724619107391e+00
3.860931623326163020e+01,2.423756382147347921e+01,1.159604674016106252e+01,2.714530161924895779e+01,5.933125146160326580e+01,2.420686679436229838e+01,2.830600642973148950e+00,2.608237144126277585e+01,2.378072118334513263e+01,2.384681739771578179e+01,2.517154941595769202e+01,0.000000000000000000e+00,7.317219417237670775e+00,1.479063555091531512e+01,2.821424640141925622e+01
4.578270197356202686e+01,2.958801446532024571e+01,1.830810749367612900e+01,2.899210754671002022e+01,6.550700496893442448e+01,2.647742245763360103e+01,7.815958034687750633e+00,3.216009950233362957e+01,2.873615840713577185e+01,2.899647564791279919e+01,2.494375272488083439e+01,7.317219417237670775e+00,0.000000000000000000e+00,1.781498807184557265e+01,2.658790702556332164e+01
3.726204503244554900e+01,1.372858332094029343e+01,1.295079920313800592e+01,4.012269806481114642e+01,5.049734943539116472e+01,3.685724487804263561e+01,1.531748673901825164e+01,3.397590911219300835e+01,1.242814547710156070e+01,1.366290598664866707e+01,3.920306110496985497e+01,1.479063555091531512e+01,1.781498807184557265e+01,0.000000000000000000e+00,4.125744296487603435e+01
5.446666503467968568e+01,4.990115429526654367e+01,3.688652057323920985e+01,1.379474175184152784e+01,8.333728517296442817e+01,1.435384617445790312e+01,2.667472961437471568e+01,3.222861461496599134e+01,5.055998813290998584e+01,5.054294609537515726e+01,7.906895724619107391e+00,2.821424640141925622e+01,2.658790702556332164e+01,4.125744296487603435e+01,0.000000000000000000e+00
